Provider,Tier,Latest Version,Latest Version Published,Created At,Days Since Update,,Protocol v4,Protocol v5,Protocol v6,,Cohort: Framework only,Cohort: SDKv2 only,Cohort: Framework+SDKv2,,Managed Resources,Resource Identities,Data Sources,Ephemeral Resources,List Resources,Actions,Provider Functions,Guides,Total Features,,Downloads,Version Count,Subcategories
fortinetdev/fortios,partner,1.24.1,2026-01-27,,120,,,✅,,,,✅,,,722,0,232,0,0,0,0,7,954,,5.8M,56,46
OpenNebula/opennebula,partner,1.5.0,2025-06-26,,335,,,✅,,,,✅,,,25,0,18,0,0,0,0,0,43,,5.8M,31,0
camptocamp/jwt,community,1.1.2,2023-10-12,,958,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,5.7M,6,0
UpCloudLtd/upcloud,partner,5.38.0,2026-05-21,,7,,,✅,,,,✅,,,43,0,15,1,0,0,0,3,59,,5.7M,117,9
airbytehq/airbyte,partner,1.2.0,2026-05-05,,22,,,,✅,,✅,,,,8,0,10,0,0,0,0,2,18,,5.7M,55,0
DrFaust92/bitbucket,community,2.51.0,2026-03-15,,74,,,✅,,,,✅,,,26,0,16,0,0,0,0,0,42,,5.7M,62,0
HPE/hpegl,partner,0.4.20,2026-03-02,,86,,,✅,,,,✅,,,24,0,36,0,0,0,0,0,60,,5.7M,52,3
twilio/twilio,community,0.18.46,2024-06-07,,720,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,5.6M,65,0
outscale/outscale,partner-premier,1.6.0,2026-05-06,,21,,,,✅,,✅,,,,55,0,84,0,0,0,0,1,139,,5.6M,28,2
vultr/vultr,partner,2.31.2,2026-05-12,,15,,,✅,✅,,,,✅,,51,0,42,0,0,0,0,0,93,,5.5M,67,0
cloudfoundry-community/cloudfoundry,community,0.53.1,2024-02-08,,840,,,✅,,,,✅,,,26,0,17,0,0,0,0,0,43,,5.4M,29,0
exoscale/exoscale,partner,0.69.2,2026-05-05,,22,,,✅,,,,✅,,,31,0,25,0,0,0,0,4,56,,5.4M,81,0
dome9/dome9,partner,1.40.4,2025-10-30,,210,,,✅,,,,✅,,,31,0,34,0,0,0,0,0,65,,5.4M,61,0
opentelekomcloud/opentelekomcloud,community,1.36.66,2026-05-21,,7,,,✅,,,,✅,,,321,0,180,0,0,0,0,1,501,,5.2M,193,55
loafoe/htpasswd,community,2.1.0,2026-03-18,,71,,,✅,,,,✅,,,1,0,0,1,0,0,0,0,2,,5.2M,25,0
devops-rob/terracurl,community,2.3.0,2026-04-30,,27,,,✅,,,,✅,,,1,0,1,1,0,0,0,0,3,,5.2M,13,0
aaronfeng/aws,community,3.29.6,2021-02-20,,1922,,,✅,,,,✅,,,678,0,232,0,0,0,0,4,910,,5.1M,6,128
AdamCoulterOz/azurehelpers,community,0.2.0,2022-04-13,,1506,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,5.1M,2,0
loafoe/ssh,community,2.7.0,2024-02-07,,841,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,5.0M,21,0
DeviaVir/gsuite,community,0.1.62,2021-05-28,,1825,,,✅,,,,✅,,,8,0,4,0,0,0,0,0,12,,4.8M,11,0
iterative/iterative,partner,0.11.20,2023-11-07,,933,,,✅,,,,✅,,,1,0,0,0,0,0,0,4,1,,4.8M,112,1
paultyng/unifi,community,0.41.0,2023-03-10,,1175,,,✅,,,,✅,,,17,0,7,0,0,0,0,2,24,,4.7M,59,0
ionos-cloud/ionoscloud,partner-premier,6.7.29,2026-05-19,,9,,,✅,,,,✅,,,73,0,88,0,0,0,0,0,161,,4.7M,158,25
Kaginari/mongodb,community,0.1.7,2022-11-01,,1303,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,4.7M,16,0
logzio/logzio,partner,1.27.0,2026-02-19,,97,,,✅,,,,✅,,,20,0,17,0,0,0,0,2,37,,4.6M,48,0
RedisLabs/rediscloud,partner,2.16.1,2026-05-21,,6,,,✅,,,,✅,,,27,0,29,0,0,0,0,3,56,,4.6M,69,0
siderolabs/talos,partner-premier,0.12.0-alpha.1,2026-05-19,,8,,,✅,,,,✅,,,7,0,9,5,0,0,0,2,21,,4.6M,51,0
ovh/mimirtool,community,1.0.0,2025-10-01,,239,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,4.6M,10,0
cycloidio/cycloid,community,0.7.0,2026-05-27,,0,,,✅,,,,✅,,,18,0,12,0,0,0,0,0,30,,4.6M,44,0
isometry/deepmerge,community,1.2.3,2026-04-18,,39,,,,✅,,✅,,,,0,0,0,0,0,0,1,0,1,,4.5M,20,0
splunk/splunk,partner,1.5.1,2026-04-17,,40,,,✅,,,,✅,,,27,0,0,0,0,0,0,0,27,,4.5M,53,0
temporalio/temporalcloud,partner,1.4.0,2026-05-27,,0,,,,✅,,✅,,,,15,0,12,0,0,0,0,0,27,,4.5M,32,0
AviatrixSystems/aviatrix,partner,9.0.0,2026-05-13,,15,,,✅,,,,✅,,,141,0,27,0,0,0,0,7,168,,4.5M,70,15
pablovarela/slack,community,1.2.2,2023-04-14,,1139,,,✅,,,,✅,,,2,0,3,0,0,0,0,0,5,,4.5M,61,1
ClickHouse/clickhouse,partner,3.15.0-alpha2,2026-05-19,,8,,,,✅,,✅,,,,11,0,5,0,0,0,0,0,16,,4.5M,109,0
hashicorp/ad,official,0.5.0,2024-03-28,,790,,,✅,,,,✅,,,8,0,5,0,0,0,0,0,13,,4.3M,9,0
fmontezuma/restapi,community,1.14.1,2020-09-24,,2071,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,4.3M,1,0
Ferlab-Ste-Justine/patroni,community,0.1.1,2025-08-08,,292,,,✅,,,,✅,,,3,0,2,0,0,0,0,0,5,,4.3M,2,0
vmware/wavefront,partner,5.1.0,2023-11-10,,930,,,,✅,,✅,,,,24,0,19,0,0,0,0,0,43,,4.3M,30,0
selectel/selectel,community,7.8.1,2026-05-28,,0,,,✅,,,,✅,,,53,0,22,0,0,0,0,3,75,,4.2M,67,0
AthenZ/athenz,community,1.0.50,2026-04-13,,44,,,✅,,,,✅,,,15,0,8,0,0,0,0,0,23,,4.1M,142,0
smutel/netbox,community,8.0.2,2025-09-14,,255,,,✅,,,,✅,,,36,0,142,0,0,0,0,0,178,,4.1M,33,0
datastax/astra,partner,2.4.2,2026-02-04,,112,,,✅,,,,✅,,,19,0,19,0,0,0,1,0,39,,4.0M,94,0
eddycharly/kops,community,1.26.0-alpha.1,2023-06-14,,1078,,,✅,,,,✅,,,3,0,4,0,0,0,0,1,7,,4.0M,100,0
imperva/incapsula,community,3.38.2,2026-05-04,,24,,,✅,,,,✅,,,55,0,6,0,0,0,0,0,61,,4.0M,114,11
nutanix/nutanix,partner,2.4.3-beta1,2026-05-27,,1,,,✅,,,,✅,,,127,0,181,0,0,0,0,1,308,,3.9M,43,0
instaclustr/instaclustr,partner,2.1.76,2026-05-28,,0,,,✅,,,,✅,,,46,0,72,0,0,0,0,0,118,,3.9M,346,0
Mongey/kafka-connect,community,0.5.0,2026-05-07,,20,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,3.9M,9,0
splunk/synthetics,partner,2.0.17,2025-12-09,,169,,,✅,,,,✅,,,9,0,12,0,0,0,0,0,21,,3.9M,29,0
terraform-provider-concourse/concourse,community,8.0.1,2022-11-08,,1296,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,3.8M,10,0
vk-cs/vkcs,community,0.16.0,2026-05-26,,2,,,✅,,,,✅,,,80,0,58,0,0,0,0,5,138,,3.8M,59,20
megaport/megaport,community,1.9.1,2026-05-22,,6,,,,✅,,✅,,,,12,0,8,0,0,0,0,15,20,,3.8M,77,0
plukevdh/dmsnitch,community,0.1.5,2023-05-16,,1107,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,3.7M,3,0
CheckPointSW/checkpoint,partner,3.0.0,2026-04-09,,49,,,✅,,,,✅,,,250,0,204,0,0,0,0,0,454,,3.7M,28,0
aidanmelen/snowsql,community,1.3.3,2023-03-01,,1183,,,✅,,,,✅,,,1,0,1,0,0,0,0,1,2,,3.7M,18,0
bangau1/mysql,community,1.10.4,2021-05-07,,1847,,,✅,,,,✅,,,5,0,0,0,0,0,0,0,5,,3.7M,1,0
chainguard-dev/helm,community,0.0.23,2026-05-25,,3,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,3.6M,21,0
bouk/ejson,community,1.2.3,2022-05-27,,1461,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,3.6M,9,0
zscaler/zpa,partner,4.4.4,2026-05-21,,6,,,✅,,,,✅,,,70,0,70,0,0,0,0,4,140,,3.6M,147,39
denouche/awx,community,0.29.1,2024-12-14,,529,,,✅,,,,✅,,,28,0,15,0,0,0,0,0,43,,3.5M,48,0
banzaicloud/k8s,community,0.9.1,2021-03-17,,1897,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,3.5M,7,0
k-yomo/algolia,community,0.6.2,2025-09-03,,266,,,✅,,,,✅,,,6,0,2,0,0,0,0,0,8,,3.5M,41,0
dmachard/http-client,community,0.9.0,2025-12-20,,158,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,3.5M,11,0
mrolla/circleci,community,0.6.1,2021-10-26,,1674,,,✅,,,,✅,,,3,0,1,0,0,0,0,0,4,,3.4M,5,0
microsoft/msgraph,partner,0.3.0,2025-12-25,,154,,,✅,,,,✅,,,15,0,2,0,0,0,0,8,17,,3.4M,3,3
MeilleursAgents/ansiblevault,community,3.0.1,2024-04-17,,770,,,✅,,,,✅,,,1,0,3,0,0,0,0,0,4,,3.4M,5,0
honeycombio/honeycombio,partner,0.49.0,2026-05-01,,26,,,✅,,,,✅,,,21,0,16,0,0,0,0,0,37,,3.4M,75,0
sullivtr/graphql,community,2.6.1,2025-04-15,,407,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,3.4M,20,0
tenstad/remote,community,0.2.1,2025-08-02,,299,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,3.4M,15,0
jfrog/project,partner,1.9.6,2026-03-18,,71,,,,✅,,✅,,,,8,0,0,0,0,0,0,1,8,,3.3M,46,0
citrix/citrixadc,partner,2.2.0,2026-05-02,,26,,,✅,,,,✅,,,767,0,733,0,0,0,0,0,"1,500",,3.2M,58,73
lukasaron/stripe,community,3.4.1,2025-11-14,,195,,,✅,,,,✅,,,14,0,0,0,0,0,0,0,14,,3.2M,66,0
aptible/aptible,community,0.10.0,2026-05-04,,23,,,✅,,,,✅,,,7,0,3,0,0,0,0,0,10,,3.2M,53,0
magodo/restful,community,0.25.2,2026-03-26,,63,,,,✅,,✅,,,,2,0,1,1,1,1,0,1,6,,3.2M,35,0
port-labs/port-labs,community,2.21.10,2026-05-05,,23,,,✅,,,,✅,,,16,0,1,0,0,0,0,0,17,,3.2M,174,0
ucloud/ucloud,community,1.39.5,2026-05-14,,14,,,,✅,,✅,,,,47,0,34,0,0,0,0,0,81,,3.2M,45,16
cyralinc/cyral,community,4.16.3,2025-03-10,,444,,,✅,,,,✅,,,43,0,22,0,0,0,0,9,65,,3.2M,80,0
community-terraform-providers/ignition,community,2.7.2,2026-03-25,,64,,,✅,,,,✅,,,0,0,12,0,0,0,0,0,12,,3.2M,27,0
gpsinsight/fusionauth,community,0.1.100,2023-11-16,,923,,,✅,,,,✅,,,35,0,9,0,0,0,0,0,44,,3.1M,101,0
nullstone-io/dockerless,partner,0.1.3,2025-12-18,,160,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,3.1M,3,0
alxrem/jsonnet,community,2.5.0,2025-05-07,,385,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,3.1M,13,0
StileEducation/stile,community,0.0.25,2025-12-01,,178,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,3.0M,12,0
rancher/rke,partner,1.7.5,2025-04-14,,408,,,✅,,,,✅,,,1,0,0,0,0,0,0,1,1,,3.0M,38,0
Ferlab-Ste-Justine/minio,community,0.2.0,2022-10-20,,1316,,,✅,,,,✅,,,13,0,1,0,0,0,0,0,14,,2.9M,2,0
devoteamgcloud/looker,community,0.4.1-beta,2024-04-02,,786,,,✅,,,,✅,,,18,0,8,0,0,0,0,0,26,,2.9M,34,0
CiscoDevNet/mso,partner,2.0.0,2026-04-17,,40,,,✅,,,,✅,,,74,0,72,0,0,0,0,0,146,,2.9M,37,0
checkly/checkly,partner,1.24.0,2026-05-26,,2,,,✅,,,,✅,,,23,0,1,0,0,0,0,0,24,,2.9M,85,0
mumoshu/eksctl,community,0.17.0,2022-09-28,,1338,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,2.9M,49,0
maxlaverse/bitwarden,community,0.17.6,2026-04-03,,55,,,,✅,,✅,,,,8,0,11,0,0,0,0,0,19,,2.9M,44,0
figma/aws,community,3.74.0-figma.0,2022-02-02,,1576,,,✅,,,,✅,,,898,0,315,0,0,0,0,4,"1,213",,2.8M,29,148
brainly/redshift,community,1.1.0,2023-01-31,,1212,,,✅,,,,✅,,,8,0,5,0,0,0,0,0,13,,2.8M,19,0
ivoronin/macaddress,community,0.3.2,2022-08-07,,1389,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,2.8M,3,0
isobit/util,community,0.1.0,2026-05-06,,21,,,,✅,,✅,,,,1,0,1,0,0,0,1,0,3,,2.8M,8,0
Mongey/confluentcloud,community,0.0.15,2022-08-02,,1394,,,✅,,,,✅,,,6,0,2,0,0,0,0,0,8,,2.7M,13,0
cockroachdb/cockroach,partner,1.20.0,2026-04-23,,34,,,,✅,,✅,,,,29,0,9,0,0,0,0,1,38,,2.7M,50,0
CiscoDevNet/intersight,partner,1.0.78,2026-04-21,,37,,,✅,,,,✅,,,332,0,"1,155",0,0,0,0,0,"1,487",,2.7M,86,116
fgouteroux/mimir,community,1.0.12,2026-05-05,,22,,,✅,,,,✅,,,4,0,4,0,0,0,0,0,8,,2.7M,39,0
nordcloud/pagerduty,community,4.1.2,2024-02-27,,821,,,✅,,,,✅,,,41,0,29,0,0,0,0,0,70,,2.7M,36,0
timescale/timescale,partner,2.13.2,2026-05-12,,16,,,,✅,,✅,,,,7,0,3,0,0,0,0,0,10,,2.7M,55,0
gxben/template,community,2.2.0-m1,2021-11-22,,1647,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,2.6M,1,0
josh-silvas/awx,community,1.8.0,2026-03-29,,60,,,,✅,,✅,,,,50,0,27,0,0,0,0,0,77,,2.6M,41,0
disc/pritunl,community,0.8.2,2026-05-04,,24,,,✅,,,,✅,,,3,0,2,0,0,0,0,0,5,,2.6M,44,0
BetterStackHQ/better-uptime,partner,0.20.17,2026-05-13,,14,,,✅,,,,✅,,,32,0,8,0,0,0,0,0,40,,2.6M,103,0
poseidon/ct,community,0.14.0,2025-11-04,,205,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,2.5M,13,0
tchupp/env,community,0.0.2,2021-05-27,,1826,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,2.5M,2,0
spring-media/pingdom,community,1.21.3,2025-06-17,,344,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,2.5M,4,0
Sander0542/nginxproxymanager,community,1.3.0,2026-05-17,,10,,,,✅,,✅,,,,8,0,17,1,0,0,0,0,26,,2.4M,44,6
russellcardullo/pingdom,community,1.1.3,2020-10-20,,2045,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,2.4M,2,0
BunnyWay/bunnynet,community,0.14.2,2026-05-19,,9,,,,✅,,✅,,,,23,0,9,0,0,0,0,0,32,,2.4M,65,0
civo/civo,partner,1.2.5,2026-05-12,,15,,,✅,,,,✅,,,16,0,20,0,0,0,0,0,36,,2.4M,82,7
vmware/vmc,partner,1.15.8,2026-03-24,,64,,,✅,,,,✅,,,6,0,4,0,0,0,0,0,10,,2.4M,28,0
coder/coderd,partner,0.0.16,2026-03-20,,69,,,,✅,,✅,,,,9,0,4,0,0,0,0,0,13,,2.4M,15,0
ansible/ansible,partner,1.4.0,2026-03-03,,85,,,✅,,,,✅,,,4,0,1,0,0,1,0,0,6,,2.4M,5,0
terraform-lxd/lxd,community,2.7.1,2026-05-12,,16,,,✅,,,,✅,,,24,0,9,0,0,0,0,1,33,,2.4M,25,0
warpstreamlabs/warpstream,community,2.7.7,2026-05-19,,9,,,,✅,,✅,,,,13,0,11,0,0,0,0,0,24,,2.4M,77,0
littlejo/cilium,community,0.3.2,2025-07-02,,329,,,,✅,,✅,,,,6,0,1,0,0,0,0,0,7,,2.4M,34,0
vexxhost/uptimerobot,community,0.8.2,2022-04-20,,1498,,,✅,,,,✅,,,3,0,1,0,0,0,0,0,4,,2.3M,6,0
disaster37/kibana,community,8.5.3,2023-10-02,,969,,,✅,,,,✅,,,5,0,0,0,0,0,0,0,5,,2.3M,18,0
wgebis/mailgun,community,0.9.0,2026-01-31,,117,,,✅,,,,✅,,,5,0,1,0,0,0,0,0,6,,2.2M,20,0
slok/dataprocessor,community,0.4.0,2022-08-11,,1386,,,,✅,,✅,,,,0,0,3,0,0,0,0,0,3,,2.2M,4,0
reinoudk/toggles,community,0.3.0,2021-11-26,,1643,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,2.2M,4,0
mumoshu/helmfile,community,0.14.1,2021-09-16,,1714,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,2.2M,32,0
Unleash/unleash,community,3.4.1,2026-05-21,,6,,,,✅,,✅,,,,13,0,8,0,0,0,0,0,21,,2.2M,36,0
turbot/turbot,partner,1.13.3,2026-05-04,,24,,,✅,,,,✅,,,21,0,3,0,0,0,0,0,24,,2.2M,24,0
taiidani/jenkins,community,0.11.0,2025-08-29,,271,,,✅,✅,,,,✅,,10,0,6,0,0,0,0,0,16,,2.2M,15,0
DrFaust92/confluent-schema-registry,community,1.0.0,2025-12-17,,161,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,2.2M,8,0
lord-kyron/phpipam,community,1.6.2,2024-06-06,,721,,,✅,,,,✅,,,6,0,8,0,0,0,0,0,14,,2.2M,14,0
NetApp/netapp-gcp,partner,24.6.0,2024-06-06,,720,,,✅,,,,✅,,,7,0,2,0,0,0,0,0,9,,2.2M,26,0
doitintl/doit,community,1.4.0,2026-05-21,,6,,,,✅,,✅,,,,14,0,47,0,0,0,0,3,61,,2.1M,31,0
spring-media/awsmt,community,2.5.1,2025-09-04,,265,,,,✅,,✅,,,,5,0,5,0,0,0,0,0,10,,2.1M,55,0
massdriver-cloud/jq,community,0.2.1,2022-09-18,,1348,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,2.1M,4,0
equinix/metal,partner,3.3.0,2022-07-06,,1421,,,✅,,,,✅,,,21,0,22,0,0,0,0,3,43,,2.1M,20,0
viktorradnai/bcrypt,community,0.1.2,2022-04-20,,1499,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,2.1M,1,0
timohirt/hetznerdns,community,2.2.0,2022-10-15,,1321,,,✅,,,,✅,,,2,0,1,0,0,0,0,0,3,,2.0M,8,0
TiVo/splunk-itsi,community,2.2.6,2026-05-06,,21,,,,✅,,✅,,,,8,0,6,0,0,0,0,4,14,,2.0M,88,0
bdwyertech/chef,community,0.3.18,2026-02-27,,89,,,,✅,,✅,,,,9,0,3,0,0,0,0,0,12,,1.9M,19,0
vmware/vra7,partner,3.0.15,2024-06-17,,709,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,1.9M,20,0
site24x7/site24x7,partner,2.0.5,2026-03-09,,80,,,✅,,,,✅,,,39,0,14,0,0,0,0,0,53,,1.9M,110,0
circonus-labs/circonus,partner,0.12.15,2023-05-25,,1098,,,✅,,,,✅,,,9,0,2,0,0,0,0,0,11,,1.8M,25,0
gmichels/adguard,community,1.7.0,2026-04-14,,43,,,,✅,,✅,,,,5,0,5,0,0,0,0,0,10,,1.8M,33,0
metio/k8s,community,2026.5.18,2026-05-18,,10,,,,✅,,✅,,,,0,0,"1,752",0,0,0,0,0,"1,752",,1.8M,65,408
hashicorp/azurestack,official,1.0.0,2022-07-14,,1414,,,✅,✅,,,,✅,,40,0,20,0,0,0,0,5,60,,1.8M,13,9
andrei-funaru/vault-starter,community,0.2.4,2023-01-25,,1219,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,1.8M,24,0
wundergraph/cosmo,community,0.5.2,2025-08-20,,281,,,,✅,,✅,,,,8,0,7,0,0,0,0,0,15,,1.8M,10,0
rework-space-com/freeipa,community,5.4.0,2026-05-11,,16,,,✅,,,,✅,,,28,0,9,0,0,0,0,0,37,,1.8M,31,0
scastria/apigee,community,0.1.53,2023-09-15,,985,,,✅,,,,✅,,,29,0,0,0,0,0,0,0,29,,1.8M,53,3
terraform-provider-graylog/graylog,community,1.0.4,2020-07-25,,2133,,,✅,,,,✅,,,25,0,4,0,0,0,0,4,29,,1.7M,3,1
SAP-cloud-infrastructure/sci,community,2.3.0,2026-02-12,,104,,,✅,,,,✅,,,21,0,10,0,0,0,0,0,31,,1.7M,3,0
chronosphereio/chronosphere,community,1.27.0,2026-05-05,,22,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,1.7M,31,0
bpedman/jsonschema,community,0.2.1,2022-05-31,,1458,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,1.7M,3,0
ggsood/kibana,community,1.0.5,2021-05-24,,1830,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,1.7M,6,0
fourplusone/jira,community,0.1.20,2023-01-05,,1238,,,✅,,,,✅,,,15,0,2,0,0,0,0,0,17,,1.7M,7,0
fgouteroux/loki,community,1.0.2,2026-01-23,,125,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,1.6M,12,0
iwarapter/jwks,community,0.1.0,2023-08-12,,1019,,,✅,,,,✅,,,0,0,2,0,0,0,0,0,2,,1.6M,5,0
incident-io/incident,partner,5.38.1,2026-05-22,,5,,,,✅,,✅,,,,18,0,13,0,0,0,0,0,31,,1.6M,107,0
Ferlab-Ste-Justine/tlsext,community,0.2.0,2025-03-13,,440,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,1.6M,2,0
alabuel/config,community,0.2.8,2022-12-27,,1248,,,✅,,,,✅,,,0,0,3,0,0,0,0,0,3,,1.6M,16,0
ko-build/ko,community,0.0.21,2026-01-22,,126,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,1.6M,16,0
EfficientIP-Labs/solidserver,community,1.1.27,2026-01-19,,128,,,✅,,,,✅,,,28,0,21,0,0,0,0,0,49,,1.6M,16,0
Kong/konnect,community,3.17.0,2026-05-20,,8,,,,✅,,✅,,,,214,0,12,0,0,0,0,0,226,,1.6M,64,0
ddelnano/mikrotik,community,0.16.1,2024-07-02,,695,,,✅,,,,✅,,,20,0,0,0,0,0,0,0,20,,1.6M,23,0
onelogin/onelogin,partner,0.12.1,2026-05-27,,0,,,✅,,,,✅,,,14,0,4,0,0,0,0,2,18,,1.5M,60,0
jfrog/xray,partner,3.1.9,2026-04-08,,50,,,,✅,,✅,,,,21,0,1,0,0,0,0,0,22,,1.5M,87,12
innovationnorway/git,community,0.1.3,2020-07-04,,2153,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,1.5M,3,0
dbt-labs/dbtcloud,community,1.10.4,2026-05-13,,15,,,✅,,,,✅,,,56,0,39,0,0,0,0,5,95,,1.5M,81,0
martian-cloud/tharsis,community,0.16.1,2026-05-27,,0,,,,✅,,✅,,,,14,0,2,0,0,0,0,0,16,,1.5M,28,0
harvester/harvester,community,1.8.0,2026-04-24,,34,,,✅,,,,✅,,,14,0,13,0,0,0,0,0,27,,1.5M,31,0
huaweicloud/hcs,community,2.4.25,2026-04-16,,41,,,✅,,,,✅,,,184,0,77,0,0,0,0,1,261,,1.5M,33,43
signalsciences/sigsci,partner,3.8.0,2026-02-24,,93,,,✅,,,,✅,,,21,0,1,0,0,0,0,2,22,,1.5M,61,0
nrkno/lastpass,community,0.5.3,2021-07-23,,1769,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,1.5M,4,0
joneshf/openwrt,community,0.0.20,2023-04-09,,1145,,,,✅,,✅,,,,13,0,13,0,0,0,0,0,26,,1.5M,21,0
Keeper-Security/secretsmanager,partner,1.3.0,2026-04-24,,33,,,✅,,,,✅,,,24,0,28,25,0,0,0,0,77,,1.5M,12,0
CiscoDevNet/ise,partner,0.3.2,2026-05-13,,14,,,,✅,,✅,,,,66,0,44,0,0,0,0,3,110,,1.5M,36,8
Infisical/infisical,community,0.16.25,2026-05-18,,9,,,,✅,,✅,,,,91,0,8,1,0,0,0,0,100,,1.5M,137,14
shencan/aliyun,community,0.0.6,2025-08-26,,275,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,1.5M,5,0
rootlyhq/rootly,community,5.16.0,2026-05-26,,1,,,✅,,,,✅,,,216,0,67,0,0,0,0,0,283,,1.4M,267,2
philips-labs/kong,community,6.630.0,2021-10-08,,1692,,,✅,,,,✅,,,11,0,0,0,0,0,0,0,11,,1.4M,4,0
jeremmfr/junos,community,2.19.0,2026-05-11,,17,,,✅,,,,✅,,,140,0,17,0,0,2,0,0,159,,1.4M,75,0
3lvia/elvid,community,2.2.0,2026-05-28,,0,,,,✅,,✅,,,,3,0,0,0,0,0,0,0,3,,1.4M,20,0
KirillMeleshko/restapi,community,1.18.2,2023-09-11,,989,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,1.4M,4,0
sbercloud-terraform/sbercloud,community,1.12.18,2026-05-25,,2,,,✅,,,,✅,,,217,0,166,0,0,0,0,1,383,,1.4M,46,50
buddy/buddy,partner,1.43.1,2026-04-29,,29,,,,✅,,✅,,,,23,0,32,0,0,0,0,0,55,,1.4M,59,0
DNSMadeEasy/dme,partner,1.0.8,2025-06-26,,335,,,✅,,,,✅,,,12,0,12,0,0,0,0,0,24,,1.4M,12,0
sl-cloud-platform/mssql,community,0.2.4,2021-11-22,,1647,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,1.4M,3,0
segmentio/segment,community,1.6.1,2025-11-18,,190,,,,✅,,✅,,,,16,0,10,0,0,0,0,0,26,,1.4M,31,0
toowoxx/packer,community,0.17.2,2025-09-01,,268,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,1.4M,33,0
datolabs-io/backstage,community,3.3.0,2025-08-15,,286,,,,✅,,✅,,,,1,0,9,0,0,0,0,0,10,,1.4M,5,0
kota65535/unarchive,community,1.0.0,2024-06-29,,697,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,1.3M,7,0
serverscom/serverscom,community,0.5.8,2026-04-23,,34,,,✅,,,,✅,,,6,0,6,0,0,0,0,2,12,,1.3M,25,0
go-gitea/gitea,community,0.7.0,2025-06-18,,343,,,✅,,,,✅,,,17,0,3,0,0,0,0,0,20,,1.3M,5,0
gessnerfl/instana,community,3.0.0,2025-07-08,,323,,,✅,,,,✅,,,13,0,3,0,0,0,0,0,16,,1.3M,41,0
logicmonitor/logicmonitor,partner,2.0.33,2026-05-11,,17,,,✅,,,,✅,,,15,0,14,0,0,0,0,0,29,,1.3M,38,0
sonatype-nexus-community/sonatypeiq,community,1.0.1,2026-05-05,,23,,,,✅,,✅,,,,15,0,8,0,0,0,0,0,23,,1.3M,21,0
kristofferahl/healthchecksio,community,2.3.0,2025-04-13,,409,,,✅,,,,✅,,,1,0,1,0,0,0,0,2,2,,1.3M,13,0
techBeck03/guacamole,community,1.4.1,2023-01-20,,1223,,,✅,,,,✅,,,8,0,8,0,0,0,0,0,16,,1.2M,10,0
