Provider,Tier,Latest Version,Latest Version Published,Created At,Days Since Update,,Protocol v4,Protocol v5,Protocol v6,,Cohort: Framework only,Cohort: SDKv2 only,Cohort: Framework+SDKv2,,Managed Resources,Resource Identities,Data Sources,Ephemeral Resources,List Resources,Actions,Provider Functions,Guides,Total Features,,Downloads,Version Count,Subcategories
gaarutyunov/jsonschema,community,0.2.1,2025-09-07,,262,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,168,1,0
DonRobo/shelly,community,0.1.2,2025-07-27,,304,,,,✅,,✅,,,,3,0,1,0,0,0,0,0,4,,168,1,0
BadgerOps/unifi,community,0.2.13,2026-05-26,,1,,,,✅,,✅,,,,10,0,20,0,0,0,0,0,30,,168,6,0
jamesainslie/dotfiles,community,0.1.0,2025-09-29,,241,,,,✅,,✅,,,,5,0,2,0,0,0,0,0,7,,167,1,0
himanshu-sao/ibmverify,community,0.0.1,2025-05-12,,380,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,167,1,0
Phala-Network/phala,community,0.3.0-beta.3,2026-05-20,,8,,,,✅,,✅,,,,5,0,8,0,0,0,0,0,13,,167,7,0
pRxEngage/typesense,community,0.1.1,2026-02-10,,107,,,,✅,,✅,,,,5,0,2,0,0,0,0,0,7,,167,2,0
siimrebane/waldur,community,0.2.0,2026-05-10,,17,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,167,3,0
roosterslab/hyperv-internal,community,0.2.0,2026-02-10,,107,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,165,2,0
nokia-eda/support-v1alpha1,community,1.0.1,2026-01-31,,117,,,,✅,,✅,,,,1,0,3,0,0,0,0,0,4,,165,2,0
NL-AMS-DSPC/dspc,community,0.0.1,2025-10-22,,217,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,164,1,0
SimonPrinz/ufw,community,1.0.1,2026-02-01,,116,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,164,2,0
Sylviettee/dkron,community,0.3.1,2025-09-03,,267,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,163,1,0
oack-io/oack,community,0.3.1,2026-04-06,,51,,,✅,,,,✅,,,11,0,2,0,0,0,0,0,13,,163,4,0
tf-providers/gh,community,1.0.0,2025-09-02,,268,,,✅,,,,✅,,,71,0,62,0,0,0,0,0,133,,161,1,0
nokia-eda/nsx-v1,community,1.0.1,2026-01-31,,117,,,,✅,,✅,,,,1,0,4,0,0,0,0,0,5,,161,2,0
nokia-eda/nutanix-v1,community,1.0.1,2026-01-31,,117,,,,✅,,✅,,,,1,0,4,0,0,0,0,0,5,,161,2,0
sophotechlabs/shopify,community,0.0.6,2026-03-26,,62,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,161,6,0
CorentinPtrl/ios,community,0.0.5,2025-08-19,,281,,,,✅,,✅,,,,5,0,123,0,0,0,0,0,128,,160,1,0
tyagian/taskmate,community,0.0.2,2026-02-08,,109,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,160,2,0
ChrisGute/keep,community,0.1.0,2025-06-28,,334,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,159,1,0
moolen/neuwerk,community,0.1.3,2026-03-22,,66,,,✅,,,,✅,,,8,0,0,0,0,0,0,0,8,,159,4,0
joelfernandes23/kargo,community,0.3.3,2026-05-11,,16,,,✅,,,,✅,,,2,0,2,0,0,0,0,0,4,,158,6,0
scale67/kind,community,0.0.1,2025-09-01,,268,,,✅,,,,✅,,,1,0,1,1,0,0,1,0,4,,158,1,0
alexdresko/seq,community,0.1.4,2025-12-15,,163,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,158,2,0
nokia-eda/kafkaimporter-v1alpha1,community,1.1.0,2026-04-30,,28,,,,✅,,✅,,,,2,0,6,0,0,0,0,0,8,,157,3,0
lucavb/tplink-easysmart,community,0.3.0,2026-03-24,,65,,,,✅,,✅,,,,9,0,4,0,0,0,0,0,13,,157,3,0
frederic-arr/utilities,community,0.1.0,2025-09-29,,240,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,157,1,0
pokgak/e2e,community,2.2.10,2026-02-19,,98,,,✅,,,,✅,,,16,0,18,0,0,0,0,0,34,,156,2,0
ionut-maxim/migadu,community,0.2.0,2026-04-05,,52,,,,✅,,✅,,,,6,0,6,0,0,0,0,0,12,,156,2,0
KittyKatt/omni,community,0.0.1-beta.1,2025-10-19,,220,,,,✅,,✅,,,,4,0,2,0,0,0,0,0,6,,156,1,0
UK2group/ingenuitycloudservices,community,1.0.1,2025-09-30,,240,,,,✅,,✅,,,,2,0,3,0,0,0,0,0,5,,155,1,0
scinfra-pro/vdsina,community,0.2.0,2026-01-21,,127,,,✅,,,,✅,,,13,0,13,0,0,0,0,0,26,,155,1,6
mega6382/appwrite,community,0.1.0,2025-09-12,,257,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,154,1,0
Makeshift/dexidp,community,0.7.2,2025-10-10,,230,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,154,1,0
TrueTickets/googlewallet,community,1.1.0,2025-12-04,,174,,,,✅,,✅,,,,2,0,3,0,0,0,0,0,5,,154,3,0
Massive-Hosting/hosting,community,0.6.0,2026-03-20,,68,,,✅,,,,✅,,,25,0,0,0,0,0,0,0,25,,154,3,0
G-Research/ranger,community,0.0.1,2025-09-12,,257,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,154,1,0
roko99/der,community,0.1.1,2026-01-15,,132,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,153,2,0
belgaied2/harvester,community,0.6.9,2025-06-25,,336,,,✅,,,,✅,,,10,0,10,0,0,0,0,0,20,,153,2,0
jaredallard/kubectl,community,2.0.5,2025-08-12,,288,,,✅,,,,✅,,,2,0,4,0,0,0,0,0,6,,153,1,0
ehsanmsb/healthchecks,community,1.1.0,2026-04-27,,31,,,,✅,,✅,,,,4,0,0,0,0,0,0,0,4,,152,4,0
pv2b/curious,community,0.1.0,2026-02-28,,89,,,,✅,,✅,,,,0,0,0,0,0,0,13,0,13,,151,1,0
rserag/nameam,community,0.1.1,2025-12-20,,159,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,150,2,0
fholzer/nutanix,community,2.3.1,2025-09-26,,243,,,✅,,,,✅,,,115,0,161,0,0,0,0,0,276,,150,1,0
Lenstra/promtool,community,0.0.2,2025-08-05,,295,,,,✅,,✅,,,,0,0,0,0,0,0,2,0,2,,150,1,0
doprdele/slack,community,1.13.0,2025-10-20,,219,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,150,1,0
Nastaliss/wgeasy,community,0.1.0,2026-02-06,,110,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,150,2,0
cloudbatsx/unifi,community,1.1.0,2026-03-13,,76,,,✅,,,,✅,,,17,0,7,0,0,0,0,2,24,,149,2,0
glitchedmob/writeonly,community,1.0.1,2026-02-19,,97,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,149,2,0
itsLeonB/kafka-schema-registry,community,0.1.0,2025-10-01,,239,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,148,1,0
lambdasawa/lifecycle-debug,community,0.0.1,2025-11-18,,191,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,148,1,0
procorp-solutions/jira,community,0.0.4,2026-02-20,,96,,,,✅,,✅,,,,10,0,6,0,0,0,0,0,16,,147,2,0
flpajany/omni,community,0.1.8,2025-08-07,,293,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,147,1,0
skymanrm/fmailer,community,1.0.3,2025-11-05,,204,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,146,1,0
snapsoft-io/context,community,0.2.0,2026-03-27,,61,,,,✅,,✅,,,,0,0,3,0,0,0,0,0,3,,145,2,0
Gappylul/flagd,community,0.1.3,2026-04-21,,37,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,144,4,0
bahram-cdt/openmetadata,community,0.1.2,2026-04-10,,47,,,,✅,,✅,,,,8,0,0,0,0,0,0,0,8,,144,3,0
rackdog/rackdog,community,1.0.0,2025-10-22,,217,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,144,1,0
zerotomvp/ravendb-admin,community,0.2.0,2026-05-23,,5,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,144,4,0
jfrog/runtime,community,1.0.0,2025-12-04,,174,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,144,1,0
elioetibr/dnsmasq,community,0.0.3,2026-05-15,,12,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,142,3,0
desotech-it/labplatform,community,0.1.4,2026-03-13,,75,,,✅,,,,✅,,,7,0,3,0,0,0,0,0,10,,142,3,0
RaffTechnologies/raff,community,0.1.11,2026-05-10,,17,,,✅,,,,✅,,,14,0,38,0,0,0,0,0,52,,142,12,1
Shuttlerock/envbuilder,community,1.1.0,2024-12-23,,521,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,141,1,0
asalimod/opnsense,community,0.16.1,2025-11-15,,193,,,,✅,,✅,,,,28,0,24,0,0,0,0,0,52,,141,1,8
ECCOShoes/utils,community,1.0.4,2026-03-31,,57,,,,✅,,✅,,,,0,0,0,0,0,0,4,0,4,,141,1,0
sirateek/milvus,community,0.5.0,2026-04-07,,50,,,,✅,,✅,,,,3,0,0,0,0,0,0,0,3,,140,4,0
tess-io/common,community,0.1.0,2025-10-12,,227,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,139,1,0
sitecoreops-terraform/sitecoreauthoring,community,1.0.0,2026-05-06,,21,,,,✅,,✅,,,,2,0,3,0,0,0,0,0,5,,139,2,0
henryupton/cron-utils,community,0.1.2,2026-03-17,,72,,,,✅,,✅,,,,0,0,0,0,0,0,3,0,3,,138,2,0
defimenko-ops/nexus,community,1.0.0,2025-08-26,,275,,,✅,,,,✅,,,67,0,68,0,0,0,0,0,135,,137,1,7
dedalus-labs/dedalus,community,0.2.1,2026-05-15,,12,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,136,5,0
CMDennis/easydns,community,0.1.1,2026-01-25,,122,,,✅,,,,✅,,,2,0,3,0,0,0,0,0,5,,136,2,0
halradaideh/netapp-cloudmanager,community,25.4.0,2025-07-14,,317,,,,✅,,✅,,,,17,0,5,0,0,0,0,1,22,,136,1,0
fmguerreiro/pgmold,community,0.3.0,2026-01-13,,135,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,136,2,0
AkSharan96-dev/petstoreworks,community,1.0.1,2026-02-25,,92,,,,✅,,✅,,,,3,0,1,0,0,0,0,0,4,,135,2,0
tfstack/discord,community,1.0.2,2025-12-23,,156,,,,✅,,✅,,,,11,0,12,0,0,0,0,0,23,,134,1,0
raspbeguy/matrix,community,0.3.1,2026-05-08,,19,,,,✅,,✅,,,,11,0,3,0,0,0,0,0,14,,134,5,0
temach/mongodb,community,1.0.4,2025-08-13,,288,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,134,1,0
R4ein/postgresql,community,1.26.0,2025-08-22,,278,,,✅,,,,✅,,,15,0,3,0,0,0,0,0,18,,134,1,0
neptune-ai/neptune,community,0.0.1,2025-08-04,,296,,,,✅,,✅,,,,2,0,1,0,0,0,0,0,3,,133,1,0
trdw/zendesk,community,0.0.8,2026-05-27,,0,,,,✅,,✅,,,,13,0,13,0,0,0,0,0,26,,133,7,0
Flared/postgresql,community,10.26.4,2025-12-10,,168,,,✅,,,,✅,,,15,0,3,0,0,0,0,0,18,,132,1,0
memdealer/fastly-user-mgt,community,1.0.4,2026-01-12,,136,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,131,1,0
zph/mongodb,community,0.1.0,2026-03-11,,78,,,✅,,,,✅,,,12,0,0,0,0,0,0,0,12,,131,2,0
EinDev/snitchdns,community,1.0.0,2025-12-14,,165,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,131,1,0
nekinie/netim,community,0.2.1,2026-03-08,,80,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,130,3,1
CheckPointSW/checkpoint-workforce-ai,partner,1.0.0,2026-04-27,,30,,,✅,,,,✅,,,8,0,0,0,0,0,0,4,8,,129,2,0
aponchaut/securden,community,0.1.0,2025-12-16,,162,,,,✅,,✅,,,,4,0,12,0,0,0,0,0,16,,129,1,0
chinyongcy/technitium,community,0.1.0,2025-10-12,,227,,,✅,,,,✅,,,4,0,5,0,0,0,0,0,9,,129,1,0
Indexyz/ucloud,community,0.0.1,2026-01-14,,134,,,,✅,,✅,,,,47,0,33,0,0,0,0,0,80,,129,1,16
benjamin-lykins/exedev,community,0.1.2,2026-04-24,,33,,,,✅,,✅,,,,2,0,1,0,0,0,0,0,3,,128,3,0
zjpiazza/lakefs,community,0.1.0,2025-12-16,,162,,,,✅,,✅,,,,4,0,4,0,0,0,0,0,8,,128,1,0
alexdeg16/netbox,community,3.9.3-1,2025-10-07,,233,,,✅,,,,✅,,,75,0,40,0,0,0,0,0,115,,127,1,8
Tohaker/omada,community,0.2.0,2026-04-26,,31,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,127,3,1
Moldygaming/pihole,community,0.0.3,2026-02-23,,94,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,127,3,0
sethbacon/registry,community,0.3.2,2026-05-07,,21,,,,✅,,✅,,,,14,0,11,0,0,0,0,0,25,,127,7,0
mglants/fornex,community,0.1.3,2026-05-27,,0,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,126,4,0
pigeon-as/hkdf,community,0.0.1-beta.2,2026-03-30,,58,,,,✅,,✅,,,,0,0,1,0,0,0,2,0,3,,126,2,0
iammrherb/portnox,community,1.0.0,2025-10-14,,225,,,✅,,,,✅,,,5,0,3,0,0,0,0,0,8,,126,1,0
aslafy-z/vboxweb,community,0.1.0,2025-12-18,,160,,,✅,,,,✅,,,2,0,0,0,0,0,0,2,2,,126,1,0
pexip/infinity,community,0.9.12,2026-05-22,,5,,,✅,,,,✅,,,81,0,2,0,0,1,0,2,84,,125,2,0
adampie/ctf,community,0.0.3,2025-12-29,,149,,,,✅,,✅,,,,1,0,1,1,0,1,1,0,5,,124,1,0
Cashy89/meraki-secureaccess,community,0.0.6,2026-05-01,,26,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,123,5,0
ethorneloe/msgraph-entra,community,0.1.0,2025-11-15,,194,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,123,1,0
aep-dev/aep,community,0.2.0,2026-04-04,,53,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,122,1,0
takeokunn/cachix,community,1.0.1,2026-02-01,,116,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,121,1,0
Face-to-Face-IT/lakefs,community,0.1.0-alpha,2025-12-19,,159,,,,✅,,✅,,,,4,0,4,0,0,0,0,0,8,,121,1,0
cruxdigital-llc/conga,community,0.1.4,2026-04-03,,54,,,✅,,,,✅,,,6,0,3,0,0,0,0,0,9,,119,3,0
manzanit0/okta,community,1.0.0,2026-01-20,,127,,,✅,,,,✅,,,131,0,80,0,0,0,0,0,211,,119,1,0
epilot-dev/epilot-datasource,community,0.1.0,2026-05-15,,12,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,118,1,0
puidv7/puidv7,community,1.0.0,2025-12-17,,162,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,118,1,0
SiM22/semaphoreui,community,1.5.1,2026-03-22,,66,,,,✅,,✅,,,,10,0,12,0,0,0,0,0,22,,118,2,0
devskin1/devskin-cloud,community,1.4.1,2026-05-16,,11,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,116,5,0
Jamf-Concepts/jamfschool,community,0.1.2,2026-03-31,,57,,,,✅,,✅,,,,6,0,10,0,6,8,0,0,30,,116,2,0
Rikpat/azidentity,community,0.1.2,2026-02-08,,108,,,,✅,,✅,,,,0,0,0,1,0,0,0,0,1,,114,1,0
patrikkj/local,community,0.0.1,2025-04-07,,415,,,,✅,,✅,,,,1,0,1,0,0,0,1,0,3,,114,1,0
groteck/pangolin,community,1.0.0,2026-02-09,,108,,,,✅,,✅,,,,4,0,2,0,0,0,0,0,6,,114,1,0
Elmanuel1/anthropic,community,0.5.1,2026-05-25,,2,,,✅,,,,✅,,,6,0,6,0,0,0,0,2,12,,113,15,0
di-tuono-v4/ninjacfg,community,1.0.0,2025-11-07,,201,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,113,1,0
virak-cloud/virak,community,0.0.5,2025-12-02,,176,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,113,1,0
mantisec/cdo,community,3.6.0,2026-02-15,,102,,,,✅,,✅,,,,18,0,9,0,0,0,0,0,27,,112,1,0
aiell0/golinks,community,1.0.0,2025-12-30,,149,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,112,1,0
blechschmidt/nftables,community,3.1.0,2026-04-21,,37,,,,✅,,✅,,,,14,0,0,0,0,0,64,0,78,,112,6,0
ErmilovAlexander/procurator,community,1.0.7,2026-04-07,,50,,,,✅,,✅,,,,11,0,12,0,0,0,0,2,23,,112,3,1
robinryf/random,community,1.0.3,2025-12-17,,161,,,✅,,,,✅,,,10,0,0,1,0,0,0,0,11,,112,1,0
eyebrowkang/wireguard,community,0.1.0,2025-12-28,,151,,,,✅,,✅,,,,2,0,0,0,0,0,1,0,3,,112,1,0
kamsrikanth/alertops,community,2.0.0,2026-03-16,,72,,,,✅,,✅,,,,8,0,0,0,0,0,0,0,8,,111,1,0
sutt0n/bria,community,0.0.15,2026-02-14,,102,,,✅,,,,✅,,,7,0,0,0,0,0,0,0,7,,111,1,0
j4ng5y/elevenlabs,community,0.2.6,2026-01-29,,119,,,,✅,,✅,,,,34,0,26,0,0,0,0,0,60,,111,2,0
agentctx/agentctx,community,0.1.0,2026-02-14,,103,,,,✅,,✅,,,,2,0,0,0,0,0,0,1,2,,110,1,0
mbokinala/convex,community,0.0.4,2026-04-15,,43,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,110,2,0
relaypro-open/credstash,community,0.5.1,2026-01-07,,140,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,109,1,0
pidginhost/pidginhost,community,0.1.2,2025-10-31,,208,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,109,1,0
gaarutyunov/slicer,community,0.1.0,2026-01-03,,145,,,,✅,,✅,,,,4,0,4,0,0,0,0,0,8,,109,1,0
dennismdejong/dexidp,community,1.10.0,2026-05-04,,23,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,108,18,0
patrikkj/tf,community,0.0.1,2025-04-07,,415,,,,✅,,✅,,,,1,0,1,0,0,0,1,0,3,,108,1,0
defimenko-ops/harbor,community,3.2.0-fork,2026-02-27,,90,,,✅,,,,✅,,,20,0,8,0,0,0,0,0,28,,107,1,0
evroc-oss/evroc,community,0.4.3,2026-05-18,,10,,,✅,✅,,,,✅,,12,0,15,0,0,0,0,0,27,,106,3,0
dataddo/pgq,community,0.1.2,2025-11-12,,196,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,106,1,0
patrikkj/ssh,community,0.0.1,2025-04-06,,416,,,,✅,,✅,,,,1,0,1,0,0,0,1,0,3,,106,1,0
apptlysoft/statusdrift,community,1.1.0,2026-04-10,,47,,,,✅,,✅,,,,15,0,31,0,0,0,0,0,46,,106,2,0
fceller/atlassian-operations,community,1.1.10,2025-10-07,,233,,,✅,,,,✅,,,16,0,3,0,0,0,0,0,19,,105,1,0
jfrog/bridge,community,1.0.0,2026-03-11,,77,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,105,1,0
cloudfluent/label,community,0.2.0,2026-02-11,,106,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,105,2,0
spiceai/spiceai,community,0.1.0,2026-02-13,,103,,,,✅,,✅,,,,4,0,7,0,0,0,0,0,11,,105,1,0
paccciii/vigyanlabs,community,0.1.0,2025-12-03,,175,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,105,1,0
zhengboah/zhengbo,community,0.1.1-beta,2026-01-08,,140,,,✅,,,,✅,,,4,0,2,0,0,0,0,0,6,,105,1,0
dnscaleou/dnscale,community,1.0.0,2026-01-07,,140,,,,✅,,✅,,,,3,0,4,0,0,0,0,0,7,,104,1,0
fbritoferreira/strapi,community,0.0.6,2026-01-13,,134,,,,✅,,✅,,,,3,0,0,0,0,0,0,0,3,,104,1,0
myklst/st-zentao,community,0.11.2,2026-05-25,,3,,,,✅,,✅,,,,8,0,5,0,0,0,0,0,13,,104,20,0
BuzzHPC/buzzhpc,community,0.1.1,2026-03-15,,74,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,103,1,0
softwaredefinedautomation/sda,community,0.4.0,2026-05-26,,1,,,✅,,,,✅,,,13,0,1,0,0,0,0,0,14,,103,4,0
manaops/slack,community,1.4.2,2026-04-24,,34,,,✅,,,,✅,,,2,0,3,0,0,0,0,0,5,,103,1,1
soffensive/soff,community,1.3.7,2026-01-18,,130,,,,✅,,✅,,,,1,0,1,1,0,1,1,0,5,,103,1,0
jiayi-1994/zstack-zaku,community,1.0.1,2025-11-07,,202,,,,✅,,✅,,,,1,0,1,1,0,0,1,0,4,,103,1,0
mcanevet/netbox,community,3.9.2-patch1,2025-12-24,,154,,,✅,,,,✅,,,75,0,40,0,0,0,0,0,115,,102,1,8
sergo-techhub/updown,community,0.1.0,2025-12-23,,155,,,✅,,,,✅,,,4,0,1,0,0,0,0,0,5,,102,1,0
franciscosanchezn/pizzasim,community,0.1.0,2025-11-21,,188,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,101,1,0
nassergonzalez/random,community,1.0.0,2025-04-25,,398,,,✅,,,,✅,,,8,0,0,1,0,0,0,0,9,,100,1,0
kefapps/zohomail,community,0.1.3,2026-04-23,,35,,,,✅,,✅,,,,9,0,0,0,0,0,0,0,9,,100,4,0
okstatushq/okstatus,community,1.0.0,2026-01-28,,120,,,,✅,,✅,,,,4,0,0,0,0,0,0,0,4,,99,1,0
kklimonda-cl/panos,community,2.0.5-rc.1,2026-01-22,,125,,,,✅,,✅,,,,58,0,59,2,0,0,2,3,121,,99,1,5
davispalomino/vtex,community,0.1.0,2026-02-07,,110,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,99,1,0
peacefulstudio/canton,community,0.1.3,2026-05-24,,3,,,,✅,,✅,,,,3,0,3,0,0,0,0,0,6,,98,1,0
haydn-j-evans/postgresql,community,0.1.0,2026-02-17,,100,,,✅,,,,✅,,,15,0,3,0,0,0,0,0,18,,98,1,0
KylinDC/directus,community,0.1.0,2026-02-16,,101,,,,✅,,✅,,,,4,0,0,0,0,0,0,1,4,,97,1,0
digitaldrugstech/luckperms,community,0.1.1,2026-03-26,,62,,,✅,,,,✅,,,3,0,4,0,0,0,0,0,7,,97,2,0
dtadmins/freeipa,community,1.2.5,2026-04-28,,30,,,,✅,,✅,,,,27,0,0,0,0,0,0,0,27,,96,1,0
carlos-ffs/dremio,community,1.0.0,2026-02-09,,107,,,,✅,,✅,,,,11,0,12,0,0,0,0,0,23,,95,1,0
fallen-up/kubectl,community,1.19.1,2026-01-31,,117,,,✅,,,,✅,,,2,0,5,0,0,0,0,0,7,,95,1,0
collibra/data-access,community,0.1.2,2026-04-27,,30,,,,✅,,✅,,,,6,0,3,0,0,0,0,1,9,,94,2,0
eyebrowkang/garage,community,0.1.0,2026-01-27,,120,,,,✅,,✅,,,,4,0,2,0,0,0,0,0,6,,94,1,0
glueckkanja/gkvm,community,0.1.2,2026-05-12,,16,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,94,3,0
AaronForce1/kubectl,community,1.20.0-rc1,2026-04-11,,46,,,✅,,,,✅,,,2,0,5,0,0,0,0,0,7,,94,2,0
theta-lake/thetalake,community,0.2.0,2026-05-07,,20,,,,✅,,✅,,,,5,0,7,0,0,0,0,0,12,,94,2,0
lucavb/netgear-plus,community,0.1.1,2026-03-20,,68,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,93,2,0
IbiliAze/velia,community,0.2.0,2026-03-21,,67,,,✅,,,,✅,,,2,0,2,0,0,0,0,0,4,,93,2,0
ECCOShoes/dockerutils,community,1.0.1,2026-04-01,,57,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,92,1,0
graemedavidson/k8s,community,0.0.17,2021-02-03,,1940,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,92,5,0
rtacconi/kcore,community,0.1.0,2026-03-20,,68,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,92,2,0
LateCron/latecron,community,0.1.1,2026-03-22,,66,,,✅,,,,✅,,,3,0,2,0,0,0,0,0,5,,91,2,0
mihari-inc/mihari,community,1.0.2,2026-03-22,,66,,,,✅,,✅,,,,6,0,4,0,0,0,0,0,10,,91,2,0
jjkoh95/opendaltf,community,0.0.8,2025-04-30,,392,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,91,1,0
scepman/scepman,community,0.0.1,2026-02-09,,107,,,,✅,,✅,,,,3,0,1,0,0,0,0,0,4,,91,1,0
radeksimko/test,community,0.0.3,2026-05-06,,22,,,,✅,,✅,,,,1,0,1,1,0,1,1,0,5,,91,3,0
myrfnrz/cloudability,community,0.0.42,2026-04-27,,31,,,,✅,,✅,,,,7,0,4,0,0,0,0,0,11,,88,2,0
paultibbetts/mythicbeasts,community,0.1.0,2026-02-09,,107,,,,✅,,✅,,,,4,0,8,0,0,0,0,0,12,,88,1,0
teamajayji/ajayji,community,1.0.6,2026-05-01,,27,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,87,5,0
alberto-rodriguez-zumi/gestioip,community,0.3.0,2026-03-23,,65,,,,✅,,✅,,,,3,0,3,0,0,0,0,0,6,,87,3,0
singhragvendra503/jenkins,community,1.0.2,2025-06-29,,332,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,87,1,0
OptionMetrics/stonebranch,community,0.8.0,2026-03-13,,75,,,,✅,,✅,,,,26,0,6,0,0,0,0,0,32,,87,1,0
sensiblebit/timeslug,community,0.0.1,2026-02-04,,113,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,87,1,0
remyloy/azdopowerplatform,community,0.2.0,2026-04-07,,51,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,86,1,0
neilrobst/azurerm,community,4.11.0-1,2026-04-28,,29,,,✅,,,,✅,,,"1,064",0,363,2,0,0,2,12,"1,431",,86,1,113
provide-io/tofusoup,community,0.0.1,2025-11-12,,197,,,,✅,,✅,,,,0,0,9,0,0,0,0,0,9,,86,1,0
svilendotorg/unifi,community,0.41.30,2026-05-17,,11,,,,✅,,✅,,,,23,0,12,0,5,1,0,0,41,,86,3,0
ashokreddy2107/esxi,community,1.10.5,2026-03-11,,77,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,85,1,0
hext-dev/envbuilder,community,1.0.3,2026-01-29,,119,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,84,1,0
ggiallo28/litellm,community,0.1.0,2026-01-17,,130,,,,✅,,✅,,,,8,0,2,0,0,0,0,0,10,,84,1,0
Scriptception/misp,community,0.1.1,2026-04-24,,34,,,,✅,,✅,,,,14,0,12,0,0,0,0,0,26,,84,2,0
MrrKirill/postgresql,community,1.26.1,2026-04-13,,45,,,✅,,,,✅,,,15,0,3,0,0,0,0,0,18,,84,1,0
billgrant/demoapp,community,0.1.0,2026-01-27,,120,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,83,1,0
